Date,AverageTemperature,AverageTemperatureUncertainty,State,Country
01-11-1949,25.585,0.324,Puducherry,India
01-12-1949,24.366,0.28,Puducherry,India
01-01-1950,24.433,0.295,Puducherry,India
01-02-1950,26.255,0.361,Puducherry,India
01-03-1950,28.09,0.242,Puducherry,India
01-04-1950,29.525,0.284,Puducherry,India
01-05-1950,30.561,0.424,Puducherry,India
01-06-1950,29.05,0.203,Puducherry,India
01-07-1950,27.586,0.163,Puducherry,India
01-08-1950,27.69,0.288,Puducherry,India
01-09-1950,27.268,0.134,Puducherry,India
01-10-1950,26.355,0.135,Puducherry,India
01-11-1950,25.51,0.336,Puducherry,India
01-12-1950,24.462,0.318,Puducherry,India
01-01-1951,24.641,0.461,Puducherry,India
01-02-1951,25.383,0.252,Puducherry,India
01-03-1951,28.153,0.215,Puducherry,India
01-04-1951,29.056,0.225,Puducherry,India
01-05-1951,30.302,0.29,Puducherry,India
01-06-1951,28.789,0.624,Puducherry,India
01-07-1951,27.888,0.262,Puducherry,India
01-08-1951,28.274,0.135,Puducherry,India
01-09-1951,28.046,0.384,Puducherry,India
01-10-1951,27.676,0.33,Puducherry,India
01-11-1951,26.376,0.387,Puducherry,India
01-12-1951,24.697,0.242,Puducherry,India
01-01-1952,25.048,0.249,Puducherry,India
01-02-1952,26.548,0.163,Puducherry,India
01-03-1952,28.093,0.191,Puducherry,India
01-04-1952,29.74,0.139,Puducherry,India
01-05-1952,30.301,0.191,Puducherry,India
01-06-1952,29.244,0.241,Puducherry,India
01-07-1952,28.373,0.165,Puducherry,India
01-08-1952,27.965,0.167,Puducherry,India
01-09-1952,27.92,0.132,Puducherry,India
01-10-1952,26.791,0.175,Puducherry,India
01-11-1952,25.678,0.425,Puducherry,India
01-12-1952,25.082,0.153,Puducherry,India
01-01-1953,25.056,0.226,Puducherry,India
01-02-1953,25.891,0.399,Puducherry,India
01-03-1953,29.013,0.214,Puducherry,India
01-04-1953,29.567,0.51,Puducherry,India
01-05-1953,31.389,0.229,Puducherry,India
01-06-1953,29.859,0.334,Puducherry,India
01-07-1953,28.011,0.24,Puducherry,India
01-08-1953,28.15,0.55,Puducherry,India
01-09-1953,27.745,0.196,Puducherry,India
01-10-1953,26.925,0.271,Puducherry,India
01-11-1953,25.732,0.287,Puducherry,India
01-12-1953,24.665,0.255,Puducherry,India
01-01-1954,25.102,0.31,Puducherry,India
01-02-1954,26.574,0.277,Puducherry,India
01-03-1954,28.0,0.34,Puducherry,India
01-04-1954,29.818,0.178,Puducherry,India
01-05-1954,30.573,0.312,Puducherry,India
01-06-1954,29.374,0.437,Puducherry,India
01-07-1954,27.495,0.302,Puducherry,India
01-08-1954,27.503,0.359,Puducherry,India
01-09-1954,27.496,0.352,Puducherry,India
01-10-1954,26.274,0.21,Puducherry,India
01-11-1954,25.167,0.309,Puducherry,India
01-12-1954,24.94,0.237,Puducherry,India
01-01-1955,25.11,0.56,Puducherry,India
01-02-1955,26.419,0.33,Puducherry,India
01-03-1955,28.129,0.434,Puducherry,India
01-04-1955,29.367,0.354,Puducherry,India
01-05-1955,29.354,0.326,Puducherry,India
01-06-1955,28.554,0.334,Puducherry,India
01-07-1955,27.951,0.335,Puducherry,India
01-08-1955,27.454,0.559,Puducherry,India
01-09-1955,27.746,0.304,Puducherry,India
01-10-1955,27.05,0.257,Puducherry,India
01-11-1955,25.443,0.36,Puducherry,India
01-12-1955,24.173,0.336,Puducherry,India
01-01-1956,24.616,0.261,Puducherry,India
01-02-1956,25.48,0.465,Puducherry,India
01-03-1956,28.461,0.304,Puducherry,India
01-04-1956,30.061,0.336,Puducherry,India
01-05-1956,29.953,0.568,Puducherry,India
01-06-1956,28.352,0.36,Puducherry,India
01-07-1956,27.372,0.354,Puducherry,India
01-08-1956,27.585,0.24,Puducherry,India
01-09-1956,27.317,0.23,Puducherry,India
01-10-1956,26.389,0.26,Puducherry,India
01-11-1956,25.998,0.462,Puducherry,India
01-12-1956,24.727,0.485,Puducherry,India
01-01-1957,24.978,0.319,Puducherry,India
01-02-1957,26.31,0.257,Puducherry,India
01-03-1957,27.521,0.529,Puducherry,India
01-04-1957,29.498,0.611,Puducherry,India
01-05-1957,30.406,0.225,Puducherry,India
01-06-1957,29.278,0.752,Puducherry,India
01-07-1957,28.173,0.608,Puducherry,India
01-08-1957,27.662,0.794,Puducherry,India
01-09-1957,27.963,0.752,Puducherry,India
01-10-1957,27.214,0.605,Puducherry,India
01-11-1957,26.065,0.253,Puducherry,India
01-12-1957,25.369,0.336,Puducherry,India
01-01-1958,25.567,0.228,Puducherry,India
01-02-1958,26.853,0.241,Puducherry,India
01-03-1958,28.614,0.352,Puducherry,India
01-04-1958,29.748,0.415,Puducherry,India
01-05-1958,30.013,0.331,Puducherry,India
01-06-1958,29.942,0.593,Puducherry,India
01-07-1958,28.303,0.783,Puducherry,India
01-08-1958,27.683,0.331,Puducherry,India
01-09-1958,28.074,0.62,Puducherry,India
01-10-1958,26.908,0.249,Puducherry,India
01-11-1958,26.431,0.235,Puducherry,India
01-12-1958,25.291,0.449,Puducherry,India
01-01-1959,25.584,0.328,Puducherry,India
01-02-1959,26.917,0.3,Puducherry,India
01-03-1959,28.37,0.52,Puducherry,India
01-04-1959,29.758,0.198,Puducherry,India
01-05-1959,30.441,0.187,Puducherry,India
01-06-1959,28.762,0.183,Puducherry,India
01-07-1959,27.867,0.272,Puducherry,India
01-08-1959,28.114,0.58,Puducherry,India
01-09-1959,27.883,0.502,Puducherry,India
01-10-1959,27.17,0.232,Puducherry,India
01-11-1959,26.04,0.238,Puducherry,India
01-12-1959,25.022,0.255,Puducherry,India
01-01-1960,25.332,0.459,Puducherry,India
01-02-1960,25.968,0.436,Puducherry,India
01-03-1960,28.067,0.411,Puducherry,India
01-04-1960,29.402,0.146,Puducherry,India
01-05-1960,29.773,0.319,Puducherry,India
01-06-1960,29.271,0.218,Puducherry,India
01-07-1960,28.107,0.214,Puducherry,India
01-08-1960,28.447,0.246,Puducherry,India
01-09-1960,27.438,0.238,Puducherry,India
01-10-1960,27.017,0.264,Puducherry,India
01-11-1960,25.416,0.275,Puducherry,India
01-12-1960,25.208,0.2,Puducherry,India
01-01-1961,25.257,0.269,Puducherry,India
01-02-1961,26.315,0.253,Puducherry,India
01-03-1961,28.518,0.248,Puducherry,India
01-04-1961,29.848,0.448,Puducherry,India
01-05-1961,29.959,0.305,Puducherry,India
01-06-1961,28.413,0.295,Puducherry,India
01-07-1961,27.593,0.276,Puducherry,India
01-08-1961,27.719,0.367,Puducherry,India
01-09-1961,27.459,0.2,Puducherry,India
01-10-1961,26.923,0.314,Puducherry,India
01-11-1961,25.758,0.215,Puducherry,India
01-12-1961,24.581,0.197,Puducherry,India
01-01-1962,24.389,0.239,Puducherry,India
01-02-1962,25.951,0.206,Puducherry,India
01-03-1962,27.726,0.261,Puducherry,India
01-04-1962,29.385,0.309,Puducherry,India
01-05-1962,29.61,0.208,Puducherry,India
01-06-1962,29.296,0.374,Puducherry,India
01-07-1962,28.332,0.127,Puducherry,India
01-08-1962,27.767,0.267,Puducherry,India
01-09-1962,27.664,0.228,Puducherry,India
01-10-1962,26.57,0.429,Puducherry,India
01-11-1962,25.876,0.338,Puducherry,India
01-12-1962,25.129,0.162,Puducherry,India
01-01-1963,24.571,0.29,Puducherry,India
01-02-1963,25.578,0.343,Puducherry,India
01-03-1963,27.798,0.289,Puducherry,India
01-04-1963,28.829,0.179,Puducherry,India
01-05-1963,30.311,0.23,Puducherry,India
01-06-1963,29.102,0.307,Puducherry,India
01-07-1963,28.441,0.267,Puducherry,India
01-08-1963,27.93,0.132,Puducherry,India
01-09-1963,28.173,0.196,Puducherry,India
01-10-1963,27.026,0.257,Puducherry,India
01-11-1963,26.154,0.4,Puducherry,India
01-12-1963,25.153,0.155,Puducherry,India
01-01-1964,25.041,0.557,Puducherry,India
01-02-1964,26.735,0.259,Puducherry,India
01-03-1964,28.579,0.157,Puducherry,India
01-04-1964,30.191,0.252,Puducherry,India
01-05-1964,31.135,0.526,Puducherry,India
01-06-1964,29.372,0.269,Puducherry,India
01-07-1964,28.134,0.373,Puducherry,India
01-08-1964,27.496,0.338,Puducherry,India
01-09-1964,27.303,0.189,Puducherry,India
01-10-1964,27.086,0.415,Puducherry,India
01-11-1964,25.34,0.315,Puducherry,India
01-12-1964,24.611,0.178,Puducherry,India
01-01-1965,24.712,0.206,Puducherry,India
01-02-1965,25.976,0.323,Puducherry,India
01-03-1965,27.77,0.317,Puducherry,India
01-04-1965,28.944,0.209,Puducherry,India
01-05-1965,30.097,0.423,Puducherry,India
01-06-1965,29.182,0.704,Puducherry,India
01-07-1965,28.18,0.431,Puducherry,India
01-08-1965,27.713,0.334,Puducherry,India
01-09-1965,27.962,0.281,Puducherry,India
01-10-1965,27.297,0.398,Puducherry,India
01-11-1965,26.306,0.28,Puducherry,India
01-12-1965,25.313,0.351,Puducherry,India
01-01-1966,25.492,0.286,Puducherry,India
01-02-1966,26.786,0.153,Puducherry,India
01-03-1966,28.708,0.21,Puducherry,India
01-04-1966,29.783,0.271,Puducherry,India
01-05-1966,30.671,0.297,Puducherry,India
01-06-1966,28.965,0.345,Puducherry,India
01-07-1966,28.19,0.497,Puducherry,India
01-08-1966,28.349,0.429,Puducherry,India
01-09-1966,27.703,0.313,Puducherry,India
01-10-1966,26.671,0.198,Puducherry,India
01-11-1966,26.342,0.241,Puducherry,India
01-12-1966,25.039,0.115,Puducherry,India
01-01-1967,24.969,0.162,Puducherry,India
01-02-1967,25.875,0.488,Puducherry,India
01-03-1967,27.851,0.419,Puducherry,India
01-04-1967,29.879,0.316,Puducherry,India
01-05-1967,30.442,0.416,Puducherry,India
01-06-1967,29.052,0.368,Puducherry,India
01-07-1967,27.888,0.272,Puducherry,India
01-08-1967,27.658,0.415,Puducherry,India
01-09-1967,27.677,0.245,Puducherry,India
01-10-1967,26.501,0.19,Puducherry,India
01-11-1967,25.358,0.422,Puducherry,India
01-12-1967,25.257,0.207,Puducherry,India
01-01-1968,24.698,0.283,Puducherry,India
01-02-1968,26.277,0.146,Puducherry,India
01-03-1968,27.951,0.352,Puducherry,India
01-04-1968,28.871,0.321,Puducherry,India
01-05-1968,30.189,0.392,Puducherry,India
01-06-1968,29.225,0.342,Puducherry,India
01-07-1968,27.931,0.489,Puducherry,India
01-08-1968,28.389,0.41,Puducherry,India
01-09-1968,27.677,0.334,Puducherry,India
01-10-1968,27.124,0.317,Puducherry,India
01-11-1968,25.934,0.093,Puducherry,India
01-12-1968,24.999,0.305,Puducherry,India
01-01-1969,24.947,0.291,Puducherry,India
01-02-1969,26.558,0.486,Puducherry,India
01-03-1969,28.996,0.297,Puducherry,India
01-04-1969,30.174,0.372,Puducherry,India
01-05-1969,30.371,0.309,Puducherry,India
01-06-1969,29.547,0.291,Puducherry,India
01-07-1969,28.242,0.231,Puducherry,India
01-08-1969,28.017,0.601,Puducherry,India
01-09-1969,27.951,0.647,Puducherry,India
01-10-1969,26.753,0.284,Puducherry,India
01-11-1969,26.31,0.363,Puducherry,India
01-12-1969,24.994,0.177,Puducherry,India
01-01-1970,25.296,0.2,Puducherry,India
01-02-1970,26.562,0.37,Puducherry,India
01-03-1970,28.507,0.285,Puducherry,India
01-04-1970,29.612,0.254,Puducherry,India
01-05-1970,30.183,0.301,Puducherry,India
01-06-1970,28.8,0.28,Puducherry,India
01-07-1970,28.057,0.287,Puducherry,India
01-08-1970,27.41,0.286,Puducherry,India
01-09-1970,27.561,0.3,Puducherry,India
01-10-1970,26.707,0.312,Puducherry,India
01-11-1970,25.665,0.318,Puducherry,India
01-12-1970,24.042,0.327,Puducherry,India
01-01-1971,24.982,0.39,Puducherry,India
01-02-1971,26.191,0.354,Puducherry,India
01-03-1971,27.77,0.376,Puducherry,India
01-04-1971,29.329,0.161,Puducherry,India
01-05-1971,29.838,0.185,Puducherry,India
01-06-1971,28.096,0.238,Puducherry,India
01-07-1971,27.985,0.25,Puducherry,India
01-08-1971,27.557,0.255,Puducherry,India
01-09-1971,27.696,0.165,Puducherry,India
01-10-1971,26.599,0.355,Puducherry,India
01-11-1971,25.363,0.335,Puducherry,India
01-12-1971,24.066,0.306,Puducherry,India
01-01-1972,24.122,0.482,Puducherry,India
01-02-1972,25.883,0.41,Puducherry,India
01-03-1972,27.669,0.327,Puducherry,India
01-04-1972,29.813,0.417,Puducherry,India
01-05-1972,29.639,0.307,Puducherry,India
01-06-1972,29.994,0.356,Puducherry,India
01-07-1972,28.64,0.269,Puducherry,India
01-08-1972,28.432,0.486,Puducherry,India
01-09-1972,28.405,0.413,Puducherry,India
01-10-1972,27.016,0.375,Puducherry,India
01-11-1972,26.318,0.111,Puducherry,India
01-12-1972,25.688,0.208,Puducherry,India
01-01-1973,25.546,0.385,Puducherry,India
01-02-1973,27.201,0.232,Puducherry,India
01-03-1973,28.709,0.346,Puducherry,India
01-04-1973,30.613,0.229,Puducherry,India
01-05-1973,31.016,0.341,Puducherry,India
01-06-1973,29.353,0.139,Puducherry,India
01-07-1973,28.662,0.24,Puducherry,India
01-08-1973,27.52,0.184,Puducherry,India
01-09-1973,27.942,0.092,Puducherry,India
01-10-1973,27.012,0.329,Puducherry,India
01-11-1973,25.965,0.113,Puducherry,India
01-12-1973,24.639,0.185,Puducherry,India
01-01-1974,24.381,0.263,Puducherry,India
01-02-1974,25.959,0.308,Puducherry,India
01-03-1974,28.334,0.306,Puducherry,India
01-04-1974,29.932,0.218,Puducherry,India
01-05-1974,29.725,0.301,Puducherry,India
01-06-1974,29.242,0.325,Puducherry,India
01-07-1974,27.988,0.257,Puducherry,India
01-08-1974,27.955,0.192,Puducherry,India
01-09-1974,27.389,0.254,Puducherry,India
01-10-1974,26.803,0.252,Puducherry,India
01-11-1974,25.952,0.474,Puducherry,India
01-12-1974,24.696,0.346,Puducherry,India
01-01-1975,24.613,0.358,Puducherry,India
01-02-1975,26.802,0.342,Puducherry,India
01-03-1975,28.328,0.314,Puducherry,India
01-04-1975,29.915,0.325,Puducherry,India
01-05-1975,30.361,0.194,Puducherry,India
01-06-1975,28.873,0.354,Puducherry,India
01-07-1975,27.604,0.502,Puducherry,India
01-08-1975,27.759,0.382,Puducherry,India
01-09-1975,27.184,0.386,Puducherry,India
01-10-1975,26.688,0.451,Puducherry,India
01-11-1975,25.449,0.228,Puducherry,India
01-12-1975,24.198,0.306,Puducherry,India
01-01-1976,24.023,0.335,Puducherry,India
01-02-1976,25.563,0.28,Puducherry,India
01-03-1976,27.964,0.146,Puducherry,India
01-04-1976,29.335,0.179,Puducherry,India
01-05-1976,30.535,0.253,Puducherry,India
01-06-1976,29.395,0.354,Puducherry,India
01-07-1976,28.202,0.316,Puducherry,India
01-08-1976,27.571,0.242,Puducherry,India
01-09-1976,28.009,0.354,Puducherry,India
01-10-1976,27.489,0.306,Puducherry,India
01-11-1976,26.459,0.146,Puducherry,India
01-12-1976,25.321,0.212,Puducherry,India
01-01-1977,24.959,0.134,Puducherry,India
01-02-1977,26.522,0.301,Puducherry,India
01-03-1977,28.438,0.254,Puducherry,India
01-04-1977,29.806,0.107,Puducherry,India
01-05-1977,29.701,0.27,Puducherry,India
01-06-1977,29.342,0.248,Puducherry,India
01-07-1977,28.364,0.176,Puducherry,India
01-08-1977,27.909,0.368,Puducherry,India
01-09-1977,28.226,0.153,Puducherry,India
01-10-1977,26.659,0.297,Puducherry,India
01-11-1977,26.45,0.157,Puducherry,India
01-12-1977,25.106,0.319,Puducherry,India
01-01-1978,25.214,0.278,Puducherry,India
01-02-1978,26.526,0.224,Puducherry,India
01-03-1978,28.185,0.242,Puducherry,India
01-04-1978,29.832,0.269,Puducherry,India
01-05-1978,30.441,0.173,Puducherry,India
01-06-1978,28.722,0.215,Puducherry,India
01-07-1978,27.884,0.252,Puducherry,India
01-08-1978,27.686,0.224,Puducherry,India
01-09-1978,27.685,0.217,Puducherry,India
01-10-1978,27.309,0.208,Puducherry,India
01-11-1978,26.36,0.272,Puducherry,India
01-12-1978,25.265,0.247,Puducherry,India
01-01-1979,25.531,0.2,Puducherry,India
01-02-1979,27.118,0.261,Puducherry,India
01-03-1979,28.433,0.287,Puducherry,India
01-04-1979,30.184,0.27,Puducherry,India
01-05-1979,30.507,0.297,Puducherry,India
01-06-1979,29.75,0.126,Puducherry,India
01-07-1979,28.513,0.222,Puducherry,India
01-08-1979,28.383,0.339,Puducherry,India
01-09-1979,27.492,0.235,Puducherry,India
01-10-1979,27.258,0.108,Puducherry,India
01-11-1979,26.184,0.229,Puducherry,India
01-12-1979,25.721,0.187,Puducherry,India
01-01-1980,25.323,0.203,Puducherry,India
01-02-1980,26.581,0.187,Puducherry,India
01-03-1980,28.545,0.248,Puducherry,India
01-04-1980,30.111,0.2,Puducherry,India
01-05-1980,31.164,0.209,Puducherry,India
01-06-1980,29.353,0.365,Puducherry,India
01-07-1980,28.633,0.187,Puducherry,India
01-08-1980,28.04,0.196,Puducherry,India
01-09-1980,28.308,0.326,Puducherry,India
01-10-1980,27.296,0.188,Puducherry,India
01-11-1980,26.314,0.24,Puducherry,India
01-12-1980,25.509,0.31,Puducherry,India
01-01-1981,25.156,0.42,Puducherry,India
01-02-1981,26.364,0.301,Puducherry,India
01-03-1981,28.51,0.257,Puducherry,India
01-04-1981,30.158,0.282,Puducherry,India
01-05-1981,30.448,0.118,Puducherry,India
01-06-1981,29.04,0.308,Puducherry,India
01-07-1981,28.374,0.213,Puducherry,India
01-08-1981,27.797,0.24,Puducherry,India
01-09-1981,27.363,0.154,Puducherry,India
01-10-1981,27.028,0.178,Puducherry,India
01-11-1981,25.95,0.191,Puducherry,India
01-12-1981,24.74,0.225,Puducherry,India
01-01-1982,24.931,0.172,Puducherry,India
01-02-1982,26.408,0.2,Puducherry,India
01-03-1982,28.445,0.178,Puducherry,India
01-04-1982,29.938,0.199,Puducherry,India
01-05-1982,30.413,0.303,Puducherry,India
01-06-1982,29.522,0.324,Puducherry,India
01-07-1982,28.653,0.266,Puducherry,India
01-08-1982,28.487,0.292,Puducherry,India
01-09-1982,28.092,0.303,Puducherry,India
01-10-1982,27.538,0.213,Puducherry,India
01-11-1982,26.402,0.256,Puducherry,India
01-12-1982,25.137,0.252,Puducherry,India
01-01-1983,25.046,0.13,Puducherry,India
01-02-1983,27.324,0.519,Puducherry,India
01-03-1983,29.026,0.446,Puducherry,India
01-04-1983,30.306,0.521,Puducherry,India
01-05-1983,31.141,0.18,Puducherry,India
01-06-1983,30.162,0.314,Puducherry,India
01-07-1983,28.961,0.264,Puducherry,India
01-08-1983,28.096,0.221,Puducherry,India
01-09-1983,27.42,0.191,Puducherry,India
01-10-1983,27.231,0.197,Puducherry,India
01-11-1983,26.032,0.195,Puducherry,India
01-12-1983,25.17,0.235,Puducherry,India
01-01-1984,25.338,0.23,Puducherry,India
01-02-1984,26.128,0.463,Puducherry,India
01-03-1984,27.792,0.316,Puducherry,India
01-04-1984,29.336,0.196,Puducherry,India
01-05-1984,30.983,0.239,Puducherry,India
01-06-1984,29.181,0.299,Puducherry,India
01-07-1984,27.662,0.421,Puducherry,India
01-08-1984,28.23,0.208,Puducherry,India
01-09-1984,27.552,0.236,Puducherry,India
01-10-1984,26.817,0.267,Puducherry,India
01-11-1984,25.956,0.212,Puducherry,India
01-12-1984,25.121,0.176,Puducherry,India
01-01-1985,25.411,0.099,Puducherry,India
01-02-1985,26.679,0.189,Puducherry,India
01-03-1985,28.859,0.278,Puducherry,India
01-04-1985,30.356,0.315,Puducherry,India
01-05-1985,30.917,0.217,Puducherry,India
01-06-1985,28.612,0.293,Puducherry,India
01-07-1985,27.843,0.315,Puducherry,India
01-08-1985,27.892,0.321,Puducherry,India
01-09-1985,27.891,0.352,Puducherry,India
01-10-1985,27.019,0.273,Puducherry,India
01-11-1985,25.585,0.177,Puducherry,India
01-12-1985,25.389,0.377,Puducherry,India
01-01-1986,24.738,0.31,Puducherry,India
01-02-1986,26.176,0.288,Puducherry,India
01-03-1986,28.391,0.209,Puducherry,India
01-04-1986,30.13,0.298,Puducherry,India
01-05-1986,30.896,0.265,Puducherry,India
01-06-1986,29.512,0.303,Puducherry,India
01-07-1986,28.944,0.194,Puducherry,India
01-08-1986,27.979,0.243,Puducherry,India
01-09-1986,28.283,0.228,Puducherry,India
01-10-1986,27.323,0.341,Puducherry,India
01-11-1986,26.254,0.37,Puducherry,India
01-12-1986,25.735,0.309,Puducherry,India
01-01-1987,25.461,0.323,Puducherry,India
01-02-1987,26.048,0.219,Puducherry,India
01-03-1987,28.289,0.228,Puducherry,India
01-04-1987,30.365,0.17,Puducherry,India
01-05-1987,30.661,0.346,Puducherry,India
01-06-1987,29.94,0.345,Puducherry,India
01-07-1987,29.432,0.336,Puducherry,India
01-08-1987,28.745,0.294,Puducherry,India
01-09-1987,28.869,0.321,Puducherry,India
01-10-1987,27.527,0.219,Puducherry,India
01-11-1987,26.82,0.163,Puducherry,India
01-12-1987,25.687,0.198,Puducherry,India
01-01-1988,25.391,0.274,Puducherry,India
01-02-1988,27.265,0.207,Puducherry,India
01-03-1988,29.325,0.111,Puducherry,India
01-04-1988,29.626,0.212,Puducherry,India
01-05-1988,31.243,0.251,Puducherry,India
01-06-1988,29.535,0.37,Puducherry,India
01-07-1988,28.2,0.152,Puducherry,India
01-08-1988,27.872,0.275,Puducherry,India
01-09-1988,27.577,0.376,Puducherry,India
01-10-1988,27.625,0.214,Puducherry,India
01-11-1988,25.802,0.259,Puducherry,India
01-12-1988,25.346,0.274,Puducherry,India
01-01-1989,25.029,0.277,Puducherry,India
01-02-1989,25.913,0.242,Puducherry,India
01-03-1989,27.842,0.291,Puducherry,India
01-04-1989,29.919,0.219,Puducherry,India
01-05-1989,30.748,0.219,Puducherry,India
01-06-1989,29.077,0.356,Puducherry,India
01-07-1989,27.778,0.195,Puducherry,India
01-08-1989,28.229,0.413,Puducherry,India
01-09-1989,27.693,0.224,Puducherry,India
01-10-1989,27.523,0.221,Puducherry,India
01-11-1989,26.166,0.255,Puducherry,India
01-12-1989,25.239,0.116,Puducherry,India
01-01-1990,25.0,0.183,Puducherry,India
01-02-1990,27.026,0.307,Puducherry,India
01-03-1990,28.917,0.256,Puducherry,India
01-04-1990,30.361,0.257,Puducherry,India
01-05-1990,29.451,0.341,Puducherry,India
01-06-1990,29.157,0.327,Puducherry,India
01-07-1990,28.023,0.288,Puducherry,India
01-08-1990,27.805,0.426,Puducherry,India
01-09-1990,27.868,0.31,Puducherry,India
01-10-1990,26.988,0.216,Puducherry,India
01-11-1990,26.354,0.261,Puducherry,India
01-12-1990,25.561,0.269,Puducherry,India
01-01-1991,25.74,0.183,Puducherry,India
01-02-1991,26.735,0.16,Puducherry,India
01-03-1991,29.016,0.217,Puducherry,India
01-04-1991,30.24,0.202,Puducherry,India
01-05-1991,31.313,0.402,Puducherry,India
01-06-1991,28.736,0.261,Puducherry,India
01-07-1991,28.45,0.478,Puducherry,India
01-08-1991,28.044,0.255,Puducherry,India
01-09-1991,28.374,0.211,Puducherry,India
01-10-1991,27.076,0.201,Puducherry,India
01-11-1991,26.004,0.206,Puducherry,India
01-12-1991,24.953,0.198,Puducherry,India
01-01-1992,24.47,0.274,Puducherry,India
01-02-1992,26.511,0.229,Puducherry,India
01-03-1992,27.865,0.443,Puducherry,India
01-04-1992,29.984,0.309,Puducherry,India
01-05-1992,30.32,0.125,Puducherry,India
01-06-1992,29.503,0.276,Puducherry,India
01-07-1992,28.313,0.167,Puducherry,India
01-08-1992,28.011,0.598,Puducherry,India
01-09-1992,27.967,0.472,Puducherry,India
01-10-1992,27.125,0.163,Puducherry,India
01-11-1992,26.204,0.331,Puducherry,India
01-12-1992,24.587,0.554,Puducherry,India
01-01-1993,24.728,0.263,Puducherry,India
01-02-1993,26.17,0.239,Puducherry,India
01-03-1993,28.367,0.253,Puducherry,India
01-04-1993,29.839,0.312,Puducherry,India
01-05-1993,30.826,0.529,Puducherry,India
01-06-1993,29.439,0.315,Puducherry,India
01-07-1993,28.408,0.295,Puducherry,India
01-08-1993,28.343,0.257,Puducherry,India
01-09-1993,27.906,0.145,Puducherry,India
01-10-1993,26.813,0.178,Puducherry,India
01-11-1993,25.916,0.274,Puducherry,India
01-12-1993,24.821,0.331,Puducherry,India
01-01-1994,25.244,0.317,Puducherry,India
01-02-1994,26.476,0.263,Puducherry,India
01-03-1994,28.477,0.192,Puducherry,India
01-04-1994,29.531,0.34,Puducherry,India
01-05-1994,30.921,0.438,Puducherry,India
01-06-1994,29.268,0.217,Puducherry,India
01-07-1994,28.043,0.184,Puducherry,India
01-08-1994,28.306,0.321,Puducherry,India
01-09-1994,28.313,0.296,Puducherry,India
01-10-1994,27.077,0.188,Puducherry,India
01-11-1994,25.729,0.377,Puducherry,India
01-12-1994,24.826,0.303,Puducherry,India
01-01-1995,25.035,0.142,Puducherry,India
01-02-1995,26.761,0.236,Puducherry,India
01-03-1995,28.503,0.126,Puducherry,India
01-04-1995,29.842,0.205,Puducherry,India
01-05-1995,29.693,0.186,Puducherry,India
01-06-1995,29.88,0.275,Puducherry,India
01-07-1995,28.142,0.417,Puducherry,India
01-08-1995,28.17,0.234,Puducherry,India
01-09-1995,28.191,0.261,Puducherry,India
01-10-1995,27.356,0.146,Puducherry,India
01-11-1995,26.754,0.241,Puducherry,India
01-12-1995,25.284,0.186,Puducherry,India
01-01-1996,25.573,0.254,Puducherry,India
01-02-1996,26.683,0.294,Puducherry,India
01-03-1996,28.6,0.166,Puducherry,India
01-04-1996,29.728,0.198,Puducherry,India
01-05-1996,31.188,0.31,Puducherry,India
01-06-1996,28.943,0.307,Puducherry,India
01-07-1996,28.296,0.216,Puducherry,India
01-08-1996,27.954,0.109,Puducherry,India
01-09-1996,27.646,0.299,Puducherry,India
01-10-1996,26.994,0.317,Puducherry,India
01-11-1996,26.592,0.195,Puducherry,India
01-12-1996,24.803,0.163,Puducherry,India
01-01-1997,25.078,0.224,Puducherry,India
01-02-1997,26.243,0.174,Puducherry,India
01-03-1997,28.544,0.428,Puducherry,India
01-04-1997,29.227,0.253,Puducherry,India
01-05-1997,30.722,0.212,Puducherry,India
01-06-1997,30.103,0.353,Puducherry,India
01-07-1997,28.983,0.356,Puducherry,India
01-08-1997,28.65,0.326,Puducherry,India
01-09-1997,28.296,0.172,Puducherry,India
01-10-1997,27.422,0.192,Puducherry,India
01-11-1997,26.782,0.222,Puducherry,India
01-12-1997,26.586,0.185,Puducherry,India
01-01-1998,26.581,0.152,Puducherry,India
01-02-1998,27.708,0.187,Puducherry,India
01-03-1998,29.325,0.256,Puducherry,India
01-04-1998,30.935,0.344,Puducherry,India
01-05-1998,31.455,0.21,Puducherry,India
01-06-1998,30.459,0.316,Puducherry,India
01-07-1998,28.789,0.134,Puducherry,India
01-08-1998,28.369,0.315,Puducherry,India
01-09-1998,27.934,0.199,Puducherry,India
01-10-1998,27.204,0.161,Puducherry,India
01-11-1998,26.782,0.175,Puducherry,India
01-12-1998,25.225,0.233,Puducherry,India
01-01-1999,25.019,0.196,Puducherry,India
01-02-1999,26.882,0.359,Puducherry,India
01-03-1999,29.027,0.223,Puducherry,India
01-04-1999,29.79,0.331,Puducherry,India
01-05-1999,29.389,0.238,Puducherry,India
01-06-1999,28.977,0.226,Puducherry,India
01-07-1999,28.456,0.178,Puducherry,India
01-08-1999,28.243,0.194,Puducherry,India
01-09-1999,28.418,0.31,Puducherry,India
01-10-1999,26.981,0.205,Puducherry,India
01-11-1999,26.357,0.276,Puducherry,India
01-12-1999,25.116,0.193,Puducherry,India
01-01-2000,25.526,0.194,Puducherry,India
01-02-2000,26.864,0.24,Puducherry,India
01-03-2000,28.29,0.208,Puducherry,India
01-04-2000,30.139,0.211,Puducherry,India
01-05-2000,30.646,0.304,Puducherry,India
